target,revolving_utilization,age,delinquency_30_59,debt_ratio,monthly_income,num_credit_lines,delinquency_90,real_estate_loans,delinquency_60_89,dependents,monthly_income_log,delinquency_total,income_per_dependent,loan_per_age,debt_per_income,utilization_income_ratio
0,0.784835658,52,0,1.4840740076249999,5400.0,10,0,2,1,0.0,8.594339400592892,1,5400.0,0.18867924528301888,0.1546822501957029,0.08180194854806787
0,0.888822236,34,0,0.368403802,3050.0,4,0,0,0,1.0,8.02322468471667,0,1525.0,0.11428571428571428,0.04082839726068153,0.0985038350541649
0,0.791173628,44,0,0.51241535,3100.0,5,0,1,0,0.0,8.03947991910045,0,3100.0,0.1111111111111111,0.05668637516603857,0.08752424200072038
0,0.24535301,37,0,0.288417167,6500.0,11,1,1,1,0.0,8.77971129020447,2,6500.0,0.2894736842105263,0.029491378471354638,0.025087960443755625
0,0.542242704,48,2,1.4840740076249999,5400.0,2,0,0,0,0.0,8.594339400592892,2,5400.0,0.04081632653061224,0.1546822501957029,0.056516939974678354
0,0.010531379,57,0,0.280664917,5714.0,6,0,1,0,0.0,8.65084957622891,0,5714.0,0.10344827586206896,0.029081887017626734,0.0010912385398628459
0,0.363199686,32,0,0.480523957,2900.0,4,0,1,0,0.0,7.972810784121404,0,2900.0,0.12121212121212122,0.05355333669248346,0.04047780508675506
0,0.032617977,75,0,0.006799093,7500.0,4,0,0,0,0.0,8.922791623969637,0,7500.0,0.05263157894736842,0.0006851996149527129,0.0032871774633670176
0,0.013024674,61,0,1.4840740076249999,5400.0,4,0,0,0,0.0,8.594339400592892,0,5400.0,0.06451612903225806,0.1546822501957029,0.0013575373411529644
0,0.019387779,34,0,0.32591852,4000.0,9,0,1,0,0.0,8.294299608857235,0,4000.0,0.2571428571428571,0.03506649599388939,0.0020859860146453567
0,0.634485057,52,0,0.138238573,2690.0,2,0,0,0,0.0,7.897668150726906,0,2690.0,0.03773584905660377,0.015536494580179014,0.07130913923196439
0,0.888008615,44,0,0.299246282,4908.0,8,0,0,0,1.0,8.498825534058053,0,2454.0,0.17777777777777778,0.03150350334649815,0.09348614855763418
0,0.003108849,57,0,0.258939285,8333.0,7,0,1,0,0.0,9.0280988119824,0,8333.0,0.1206896551724138,0.025821373508066955,0.00031001379805764285
0,0.114830941,46,0,0.026235802,6250.0,6,0,0,0,3.0,8.740496729931813,0,1562.5,0.1276595744680851,0.00269347680384506,0.011789023104656786
0,0.018886792,80,0,0.003478779,10060.0,5,0,0,0,0.0,9.21642184229205,0,10060.0,0.06172839506172839,0.0003405085512032398,0.0018486699444825153
0,0.635415157,32,0,0.519493502,3000.0,4,0,1,0,1.0,8.006700845440367,0,1500.0,0.12121212121212122,0.05767855632320608,0.07054915755547474
0,0.9999999,62,0,0.664221287,8314.0,8,0,3,0,0.0,9.025816391627028,0,8314.0,0.12698412698412698,0.06625109228558371,0.09974249087936032
0,0.041257909,61,0,1.4840740076249999,5400.0,11,0,4,0,0.0,8.594339400592892,0,5400.0,0.1774193548387097,0.1546822501957029,0.004300234469238229
0,0.096737158,47,0,0.009748781,8000.0,2,0,0,0,2.0,8.987321812850125,0,2666.6666666666665,0.041666666666666664,0.0009761156376734343,0.009685995886858652
0,0.31844615,58,0,0.352132701,3833.0,26,0,4,0,0.0,8.251663923605589,0,3833.0,0.4406779661016949,0.038061553457593135,0.03442041914076512
0,0.186987534,52,0,0.023993145,3500.0,4,0,0,0,0.0,8.160803920954665,0,3500.0,0.07547169811320754,0.0026191091095310367,0.020411694826507506
0,0.006541851,68,0,0.108089191,10000.0,10,0,2,0,1.0,9.210440366976517,0,5000.0,0.14492753623188406,0.010586143899296581,0.0006407021406401056
0,0.180972181,39,1,0.384441575,3097.0,7,0,1,0,3.0,8.038512020976814,1,774.25,0.175,0.04253372392577207,0.02002234223730577
0,0.00750765,74,0,1.4840740076249999,5400.0,4,0,0,0,0.0,8.594339400592892,0,5400.0,0.05333333333333334,0.1546822501957029,0.0007825082776971656
0,0.06790706,46,0,0.149103029,10200.0,6,0,2,0,0.0,9.23024103368252,0,10200.0,0.1276595744680851,0.014574732746675888,0.006637874882558452
0,0.033461782,44,0,0.352132701,4067.0,5,0,2,0,1.0,8.31090675716845,0,2033.5,0.1111111111111111,0.03781937787411454,0.0035938263450267975
0,0.007520592,68,0,1.4840740076249999,5400.0,4,0,0,0,0.0,8.594339400592892,0,5400.0,0.057971014492753624,0.1546822501957029,0.0007838571980823669
0,0.015271802,68,0,0.12290366,8168.0,6,0,0,0,0.0,9.00810178134187,0,8168.0,0.08695652173913043,0.012280416674931266,0.0015259439136071997
0,0.51712072,31,0,0.123752495,500.0,3,0,0,0,0.0,6.2166061010848646,0,500.0,0.09375,0.01714829564847615,0.07165705218721329
0,0.317975796,34,0,0.297933792,4500.0,11,0,2,0,0.0,8.412054873292933,0,4500.0,0.3142857142857143,0.03165448948299256,0.03378388675806263
0,0.297594642,67,0,0.239507959,4145.0,13,0,0,0,0.0,8.329899292995725,0,4145.0,0.19117647058823528,0.02567101224552411,0.03189687612420581
0,0.444837661,58,0,0.366545247,12672.5,9,0,2,1,4.0,9.447268478261009,1,2534.5,0.15254237288135594,0.03508527111777767,0.042579327019845584
0,0.277956679,39,0,1.4840740076249999,5400.0,9,0,2,0,0.0,8.594339400592892,0,5400.0,0.225,0.1546822501957029,0.028970903299796062
0,0.003722015,58,0,0.63332301,3228.0,5,0,1,0,0.0,8.079927770758275,0,3228.0,0.0847457627118644,0.06974978501917208,0.0004099168070462713
0,0.0,61,0,0.2226598,3300.0,14,0,1,0,0.0,8.101980731853192,0,3300.0,0.22580645161290322,0.024462785250773184,0.0
0,0.0,59,0,0.218854341,12672.5,13,0,2,0,0.0,9.447268478261009,0,12672.5,0.21666666666666667,0.020948474853058358,0.0
0,0.151912549,36,0,0.266394467,12000.0,22,0,2,0,0.0,9.392745258631441,0,12000.0,0.5945945945945946,0.025632733254839724,0.014617172385114775
0,0.0,59,0,0.351699622,4500.0,12,0,1,0,0.0,8.412054873292933,0,4500.0,0.2,0.03736693280422336,0.0
0,0.175727593,43,1,1.4840740076249999,5400.0,4,0,1,0,0.0,8.594339400592892,1,5400.0,0.09090909090909091,0.1546822501957029,0.01831575741307846
0,0.011498563,77,0,0.001998002,1000.0,1,0,0,0,0.0,6.90875477931522,0,1000.0,0.01282051282051282,0.0002526316791646683,0.0014539030885207954
0,0.0,48,0,0.517468688,4550.0,7,0,2,0,0.0,8.423102268016642,0,4550.0,0.14285714285714285,0.0549148967380268,0.0
0,0.163037489,81,0,0.086482558,2751.0,7,0,0,0,1.0,7.920083199053234,0,1375.5,0.08536585365853659,0.009695263605745196,0.018277574924111088
0,0.047311582,51,0,0.100920343,3150.0,5,0,0,0,0.0,8.055475141757274,0,3150.0,0.09615384615384616,0.011144676719902711,0.005224638272356726
0,0.083880003,53,0,0.199647533,7943.0,8,0,1,0,0.0,8.980172205725008,0,7943.0,0.14814814814814814,0.0200044176477711,0.008404664896652106
0,0.089478348,56,0,0.352132701,2700.0,11,0,1,0,2.0,7.901377353792616,0,900.0,0.19298245614035087,0.03955934986285764,0.01005219130069527
0,0.773519223,63,0,0.352132701,4139.0,12,0,1,0,1.0,8.32845106681936,0,2069.5,0.1875,0.03774824978741766,0.08292043528548411
0,0.093962275,55,0,0.112051635,9450.0,6,0,2,0,0.0,9.153875834995056,0,9450.0,0.10714285714285714,0.011035356037525798,0.009253833366384252
0,0.21955042,54,0,0.315983758,5417.0,20,0,2,0,1.0,8.59748202264504,0,2708.5,0.36363636363636365,0.03292361030262349,0.022875835503726474
0,0.147996253,55,0,0.323088235,6799.0,5,0,1,0,0.0,8.824677891164198,0,6799.0,0.08928571428571429,0.03288537686213292,0.015063725715944346
0,0.576518559,72,0,1.4840740076249999,5400.0,11,0,1,0,0.0,8.594339400592892,0,5400.0,0.1506849315068493,0.1546822501957029,0.06008944805145975
0,0.243872021,53,0,0.534027778,8639.0,22,0,2,0,3.0,9.064157861798101,0,2159.75,0.4074074074074074,0.05306234116488596,0.024231736460106446
0,0.362483818,27,0,1.4840740076249999,5400.0,4,0,0,0,0.0,8.594339400592892,0,5400.0,0.14285714285714285,0.1546822501957029,0.037781008453547094
0,0.116676791,31,0,0.343593791,3800.0,7,0,1,0,0.0,8.24301946898925,0,3800.0,0.21875,0.037173327628787625,0.012623233283393586
0,0.9999999,38,0,0.43369976,5821.0,7,0,1,0,4.0,8.669399124305569,0,1164.2,0.1794871794871795,0.044852813957159635,0.10341903226296055
0,0.496911825,40,0,0.452363811,12500.0,11,0,2,0,2.0,9.433563920090563,0,4166.666666666667,0.2682926829268293,0.04335659554727427,0.047626278882823656
0,0.130902106,48,1,0.427882174,3937.0,17,0,1,0,0.0,8.278428259199071,1,3937.0,0.3469387755102041,0.04611580345795932,0.014108219877673514
0,0.54699881,50,0,0.748071979,3500.0,9,0,2,0,3.0,8.160803920954665,0,875.0,0.17647058823529413,0.08166007977627819,0.05971078681738624
0,0.072277109,34,0,0.025911708,2083.0,2,0,0,0,0.0,7.642044402873258,0,2083.0,0.05714285714285714,0.002998330810633769,0.008363427174242443
0,0.0,48,2,0.370876375,3000.0,14,0,1,0,5.0,8.006700845440367,2,500.0,0.2857142857142857,0.041177827637936454,0.0
0,0.175932019,57,1,0.655812625,3500.0,9,0,1,0,1.0,8.160803920954665,1,1750.0,0.15517241379310345,0.07158898178137804,0.01920486679095581
0,0.050789842,30,0,0.315171207,4000.0,4,0,1,0,1.0,8.294299608857235,0,2000.0,0.12903225806451613,0.03391016217076214,0.005464622848137857
0,0.0,28,0,0.144616356,3166.0,7,0,0,0,0.0,8.06054004653864,0,3166.0,0.2413793103448276,0.01596111879172668,0.0
0,0.21286031,36,0,0.563752087,9583.0,10,0,2,0,1.0,9.16785032035523,0,4791.5,0.2702702702702703,0.05544456981938582,0.020934642357379175
0,0.012682366,60,0,0.412979783,6825.0,20,0,2,0,0.0,8.828494129466652,0,6825.0,0.32786885245901637,0.04201862234030866,0.001290367154209026
0,0.121557062,58,0,0.342971419,12000.0,23,0,2,0,4.0,9.392745258631441,0,2400.0,0.3898305084745763,0.033001041636727645,0.011696338068042584
0,0.040795358,49,0,0.801999355,3100.0,11,0,1,0,0.0,8.03947991910045,0,3100.0,0.22,0.08872184707279153,0.0045130204796184435
0,0.147712223,40,0,0.034847816,6800.0,6,0,0,0,3.0,8.824824939175638,0,1700.0,0.14634146341463414,0.003546914699828121,0.015034590836423996
0,0.0,63,0,1.4840740076249999,5400.0,4,0,0,0,0.0,8.594339400592892,0,5400.0,0.0625,0.1546822501957029,0.0
0,0.0,50,1,0.726566993,3477.0,5,0,1,0,1.0,8.154212694914229,1,1738.5,0.09803921568627451,0.07936968663658603,0.0
0,0.070771911,38,0,1.4840740076249999,5400.0,6,0,1,0,0.0,8.594339400592892,0,5400.0,0.15384615384615385,0.1546822501957029,0.007376423539449374
1,0.14515218400000002,47,1,0.352132701,5416.0,6,0,2,0,1.0,8.597297435657898,1,2708.0,0.125,0.03669081878109586,0.015124276909528727
0,0.323719804,63,0,0.610841267,5146.0,9,0,2,0,2.0,8.546169299652755,0,1715.3333333333333,0.140625,0.06398810327219102,0.03391096405673168
0,0.36459777,42,0,0.593899089,6916.0,7,0,3,0,0.0,8.841737428600585,0,6916.0,0.16279069767441862,0.06034494349281249,0.03704607775253793
0,0.637736406,54,2,0.352132701,1875.0,9,0,2,0,0.0,7.53689712956617,2,1875.0,0.16363636363636364,0.041248324262974305,0.07470353646306718
0,0.081379827,63,0,1.4840740076249999,5400.0,8,0,1,0,0.0,8.594339400592892,0,5400.0,0.125,0.1546822501957029,0.008482066727279948
0,0.020966389,29,0,1.4840740076249999,1.0,3,0,1,0,2.0,0.6931471805599453,0,0.3333333333333333,0.1,0.8765180160735924,0.012383087094097836
0,0.170103002,36,0,0.138461538,7734.0,8,0,0,0,0.0,8.953510763007166,0,7734.0,0.21621621621621623,0.01391082416011452,0.01708974913979078
0,0.771845631,33,0,0.852429514,5000.0,7,0,3,0,0.0,8.517393171418904,0,5000.0,0.20588235294117646,0.08956544073012329,0.08109842864513384
0,0.05538241,72,0,0.089091313,4500.0,4,0,0,0,0.0,8.412054873292933,0,4500.0,0.0547945205479452,0.009465660177226552,0.005884199650933795
0,0.9999999,29,0,1.4840740076249999,5400.0,2,0,0,0,0.0,8.594339400592892,0,5400.0,0.06666666666666667,0.1546822501957029,0.10422811391665007
0,0.16653274,53,0,0.543625949,7506.0,11,0,3,0,3.0,8.923591197573002,0,1876.5,0.2037037037037037,0.05478117126922297,0.016781499427417836
0,0.008632035,79,0,0.365151154,4200.0,9,0,1,0,0.0,8.343077871169383,0,4200.0,0.1125,0.03908253351144311,0.0009238962918886184
0,0.13527952,58,0,0.342005076,9455.0,11,0,2,0,2.0,9.15440473964588,0,3151.6666666666665,0.1864406779661017,0.033680465253143624,0.013322250143509413
0,0.167571389,69,0,0.330733853,5000.0,10,0,1,0,1.0,8.517393171418904,0,2500.0,0.14285714285714285,0.03475046654510464,0.017606857884491237
0,0.9999999,69,0,0.005319149,2255.0,0,1,0,0,3.0,7.721348612617949,1,563.75,0.0,0.0006098998258485293,0.11466115441747295
0,0.068335151,75,0,0.010927876,10065.0,9,0,0,0,0.0,9.216918687336305,0,10065.0,0.11842105263157894,0.0010695862749250332,0.006688430542635153
0,0.0,41,0,0.907538526,2400.0,6,0,1,0,0.0,7.783640596221253,0,2400.0,0.14285714285714285,0.10332145493184518,0.0
